Zeit,Teilnehmer,What is your experience?,What is your gender?,Do you feel represented in the community?,"How do you feel, how could the community improve?",Where are you from?,How old are you?,What is your / your families income?,Do you have a special brain?,Why did you start using Linux?,What do you use your PC for?,Do you contribute to the linux ecosystem?,Do you use multiple Linux systems?,Do you use other Operating Systems?,Why do you use other Operating Systems?,Multiple Linux Systems just for testing or daily driving?,What are the most important benefits of Linux Distributions?,Does your hardware meet Windows 11 requirements?,Do you use disk encryption?,Why do you use disk encryption?,Where does the distro you use originate from?,What origin was your FIRST distro from?,Why did you switch from NixOS?,Why did you switch from OpenSUSE?,Why did you switch from Arch?,Why did you switch from Fedora?,Why did you switch from Debian?,Why did you switch from Ubuntu?,Do you use a smaller Distribution?,Why do you use that distribution?,Do you modify your install in these areas?,What kind of device do you use?,"Does your device have official Linux support / come from a ""Linux hardware company""?",Does your device support Linux without issues anyways?,Is the Firmware / BIOS / UEFI on your PC open source?,Did you buy your device with opensource Firmware?,What Firmware do you use?,What release model?,Are you having problems with that?,Do you plan to switch to a different release type?,"Desktop, Window manager, Terminal?",Why do you use a Window Manager?,Why do you use a smaller Desktop?,Why do you use GNOME?,Did you switch from KDE?,Why do you use KDE?,Did you switch from GNOME?,Why did you switch from KDE?,Why did you switch from GNOME?,Tiling or Floating?,Do you use virtual Desktops?,Do you use Wayland or X11,Can you switch to Wayland?,Have you considered switching to a Wayland alternative?,Will you switch to Wayland in the next year?,How do you get your apps?,"Do you use an ""immutable"" Distribution?","Why don't you use an ""immutable"" distribution?",Do you use proprietary software?,Why do you use Flatpaks?,What problems with Flatpaks do you face?,Why dont you use Flatpak?,Do you use non-Flatpak proprietary Software?,Do you want more proprietary software as Flatpaks?,How did you like this survey?,Anything to add?
2024-06-14T17:22:12.508Z,Gast,"3+ years Linux user,programmer (not systems related, like Web or Apps),used a few different distros",male,,,Europe,27-30,average,undiagnosed,"Friends or Family showed me,Windows annoyed me,because it is free (as in money),because of privacy reasons,I like to tweak my system,it is more secure","web browsing,online media comsumption,offline media consumption,mail, messaging,standard office tasks,science, research, writing papers,software development,learning,storing videos, pictures, ...,playing around with the OS,being anonymous online,storing important information","not yet,help people I know","yes, multiple Linux Desktops","yes, Android,yes, Windows",Gaming,daily driving,"Free: no money costs,Free as in freedom (no restriction of use),Privacy,customizability, fun",dont know,no,,"Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, Tails, EndlessOS, ElementaryOS, ...)","Arch (SteamOS, Manjaro, Artix, EndeavorOS, Garuda, BlendOS, ...)",,,"It broke,Manjaros reputation",,,,no,,"additional drivers (NVIDIA, AMD ROCM, amdgpu-pro),uninstalling preinstalled native packages,adding additional repositories,theming,privacy optimizations,other quality of life changes","Desktop PC,Laptop,Phone",dont know,,no idea,,,"Versioned: versions, only security updates in between (SteamOS, Ubuntu)",yes,"yes, but there is no alternative I like,not sure if something else is better",Window manager / Compositor,"efficient workflow,I like to tweak my desktop,lightweight,functionality",,,,,,,,Autotiling,Yes,Wayland,,,,"Flatpak,Snap,Appimage","yes, Android",,"yes, I use whatever works","nice store, easy to find,security through sandboxing,they work well",,,yes,yes,too long,
2024-06-14T17:22:36.700Z,Gast,"know the major terminal tools,3+ years Linux user,used a few different distros,giving tech support to people",male,,,USA+Canada,31-40,average,probably no,"Found it online,Windows annoyed me,because it is free (as in money),because of privacy reasons,I like to tweak my system","web browsing,online media comsumption,gaming: linux games,gaming: windows games (Steam, WINE, Proton),software development",not yet,"yes, both","yes, Android,yes, Windows",Gaming,other,"Free as in freedom (no restriction of use),Privacy,customizability, fun,modularity of software components",yes,no,other,"Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)","Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, ElementaryOS, ...)",,,,,,"Advertisements,other",yes,,,"Desktop PC,Phone",no,"yes, no issues",no idea,,,"Versioned: versions, only security updates in between (SteamOS, Ubuntu)",no,not sure if something else is better,"KDE (Default on Kubuntu, KDE Neon, Manjaro, ...)",,,,,"traditional UI,needed features (like gaming)",no,,,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",No,X11,other,,,"native packages (deb, rpm) (main repo),native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...),native packages without a repo (manually downloaded .deb files etc),Flatpak,Snap,.tar archives, .run commands, binaries from the internet","yes, Android",,"yes, I use whatever works",,"sandboxing breaks some apps,issues with desktop integration",,yes,no,too long,
2024-06-14T17:25:56.971Z,Gast,"know the major terminal tools,3+ years Linux user,used a few different distros,giving tech support to people",male,,,South America,31-40,below average,probably no,"Windows annoyed me,because it is free (as in money),because of privacy reasons,I was bored (with the other OS),it is better for my tasks,it is more secure","web browsing,online media comsumption,offline media consumption,mail, messaging,standard office tasks,gaming: linux games,gaming: windows games (Steam, WINE, Proton),science, research, writing papers,software development,learning,storing videos, pictures, ...,being anonymous online","I donate to projects,help make it more popular,help people I know","yes, Linux Servers","yes, Android,yes, Windows,yes, BSD",Company policy etc (I need to use this OS),daily driving,"Free as in freedom (no restriction of use),customizability, fun,efficient workflows,modularity of software components",no,no,other,"Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)","Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, ElementaryOS, ...)",,,,,,"privacy concerns,I dont like GNOME,I dont like their theme",yes,Ease of use / better presets,,"Desktop PC,Laptop,Phone",no,"yes, no issues",no,,,"Versioned: versions, only security updates in between (SteamOS, Ubuntu)",no,not sure if something else is better,"Smaller Desktop (Cinnamon (Linux Mint), XFCE, LXQt/LXDE, Mate, COSMIC, ...)",,"I didnt like the direction of GNOME or KDE,it is the default on my distro (like Linux Mint)",,,,,,,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",Yes,X11,,,"yes, unsure","native packages (deb, rpm) (main repo),native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...),native packages without a repo (manually downloaded .deb files etc),Flatpak,Appimage","yes, Android",,"yes, I need it",,"missing software,sandboxing breaks some apps,issues with desktop integration",,no,no,other,I use flatpaks because one particular software is  only distributed that way. It's not much of a choice if it is the only possible option.
2024-06-14T17:27:53.252Z,Gast,"3+ years Linux user,programmer (systems related, Linux utilities, libraries),used a few different distros,giving tech support to people,admin: paid",male,,,USA+Canada,51-60,rather not say,undiagnosed,"Found it online,Windows annoyed me,because it is free (as in money),because of privacy reasons,I like to tweak my system,it is more secure","web browsing,online media comsumption,offline media consumption,mail, messaging,standard office tasks,gaming: linux games,gaming: windows games (Steam, WINE, Proton),science, research, writing papers,software development,learning,storing videos, pictures, ...,playing around with the OS,being anonymous online,storing important information,3D modelling,other digital art",contributing code,"yes, both","yes, Android",other,daily driving,"Free: no money costs,Privacy,customizability, fun,modularity of software components",yes,"yes, both",general security,"Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)",other,,,,,,,not a Distro but a variant / respin,Ease of use / better presets,,"Desktop PC,Laptop,Tablet,Phone",no,"yes, no issues",no idea,,,"Stable: versioned, backported security patches, no feature upgrades in between (Debian, RHEL, OpenSUSE Leap)",no,yes,"Smaller Desktop (Cinnamon (Linux Mint), XFCE, LXQt/LXDE, Mate, COSMIC, ...)",,"I didnt like the direction of GNOME or KDE,I find it easy to use,it is lightweight",,,,,,,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",No,X11,,,"yes, unsure","native packages (deb, rpm) (main repo),Flatpak,Appimage,.tar archives, .run commands, binaries from the internet,Distrobox / Toolbox,nix",no,other,"yes, I need it",they work well,theming,,yes,no,other,
2024-06-14T17:28:02.863Z,Gast,"know the major terminal tools,programmer (systems related, Linux utilities, libraries),giving tech support to people",male,,,India,16-20,below average,undiagnosed,"Found it online,because of privacy reasons,I like to tweak my system,it is better for my tasks,it has better software,it is more secure","web browsing,offline media consumption,gaming: linux games,gaming: windows games (Steam, WINE, Proton),science, research, writing papers,software development,learning,playing around with the OS","forum support,help make it more popular,help people I know",no,"yes, Android",School/Work/Uni requirement,just for testing,"Free as in freedom (no restriction of use),customizability, fun,efficient workflows,modularity of software components",yes,no,,"Fedora (Atomic Desktops, Nobara, Ultramarine, uBlue Bazzite/Bluefin/Aurora, CentOS Stream, RockyLinux, Almalinux, RHEL)","Fedora (Atomic Desktops, Nobara, Ultramarine, uBlue Bazzite/Bluefin/Aurora, CentOS Stream, RockyLinux, Almalinux, RHEL)",,,,,,,not a Distro but a variant / respin,Ease of use / better presets,,"Laptop,Phone",no,"yes, no issues",no,,,"Semi rolling: versions, updates in between (Fedora)",no,not sure if something else is better,"KDE (Default on Kubuntu, KDE Neon, Manjaro, ...)",,,,,"customization,poweruser features,better legacy app support (tray icons, X11 keystrokes, XWayland, ...)",no,,,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",Yes,Wayland,,,,"native packages (deb, rpm) (main repo),native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...),Flatpak,Appimage,.tar archives, .run commands, binaries from the internet","yes, other,no","happy on my current one,it restricts my freedom",no,"security through sandboxing,officially maintained (verified)",storage space,,,,"cool!,too long",
2024-06-14T17:28:56.243Z,Gast,"know the major terminal tools,3+ years Linux user,used a few different distros,giving tech support to people",non-binary,its okay,,Europe,16-20,above average,"yes, other","it was my first OS,Friends or Family showed me,Windows annoyed me,because of privacy reasons,I like to tweak my system,it is better for my tasks,it has better software","web browsing,online media comsumption,offline media consumption,mail, messaging,standard office tasks,gaming: linux games,gaming: windows games (Steam, WINE, Proton),video production,software development,learning,storing videos, pictures, ...,playing around with the OS","help make it more popular,help people I know","yes, both","yes, Android",other,daily driving,"Free as in freedom (no restriction of use),Privacy,customizability, fun,efficient workflows",yes,"yes, with a password",general security,"Arch (SteamOS, Manjaro, Artix, EndeavorOS, Garuda, BlendOS, ...)","Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)",,,,,something else,,yes,Ease of use / better presets,,"Desktop PC,Laptop",no,"yes, no issues",no,,,"Rolling release: no versions, very new (Arch, Tumbleweed)",no,no,"KDE (Default on Kubuntu, KDE Neon, Manjaro, ...)",,,,,"customization,poweruser features",no,,,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",Yes,Wayland,,,,"native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...),Appimage","yes, Android,no",happy on my current one,"yes, I use whatever works",,,I prefer distro packages,,,cool!,
2024-06-14T17:29:53.169Z,Gast,know the major terminal tools,male,,,USA+Canada,41-50,average,no,"I was bored (with the other OS),it is better for my tasks","gaming: windows games (Steam, WINE, Proton)",I donate to projects,"yes, Linux Servers","yes, macOS,yes, Windows","Company policy etc (I need to use this OS),Gaming,development",daily driving,"Free as in freedom (no restriction of use),Privacy,modularity of software components",no,no,,"Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)","Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)",,,,,,,no,,theming,"Desktop PC,Laptop,Tablet,Phone",dont know,,no,,,"Stable: versioned, backported security patches, no feature upgrades in between (Debian, RHEL, OpenSUSE Leap)",no,not sure if something else is better,Terminal,,,,,,,,,dont know,No,X11,,,,"native packages (deb, rpm) (main repo),Homebrew",no,happy on my current one,no,,,I prefer distro packages,,,too long,
2024-06-14T17:31:06.750Z,Gast,"know the major terminal tools,3+ years Linux user,used a few different distros",male,,,USA+Canada,27-30,average,"what?,probably no","Windows annoyed me,I was bored (with the other OS),my hardware is not powerful enough for others","web browsing,online media comsumption,offline media consumption,standard office tasks,gaming: linux games",not yet,"yes, both","yes, Android","the OS works better,other",daily driving,"Free: no money costs,Free as in freedom (no restriction of use),Security against bad software / viruses,low hardware requirements",dont know,no,,"Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, Tails, EndlessOS, ElementaryOS, ...)","Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)",,,,,something else,,dont know?,,,"Desktop PC,Laptop,other",no,"yes, no issues",no,,,"Versioned: versions, only security updates in between (SteamOS, Ubuntu)",no,not sure if something else is better,"Smaller Desktop (Cinnamon (Linux Mint), XFCE, LXQt/LXDE, Mate, COSMIC, ...)",,"I didnt like the direction of GNOME or KDE,it is lightweight",,,,,,,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",No,X11,,,"no, I stay on X11","native packages (deb, rpm) (main repo),Flatpak","yes, Android",,"yes, I use whatever works","nice store, easy to find,they work well",,,I dont know,,,
2024-06-14T17:31:58.905Z,Gast,"know the major terminal tools,3+ years Linux user,programmer (not systems related, like Web or Apps),used a few different distros,giving tech support to people,admin: unpaid (local group, school, ...)",male,,,Europe,16-20,average,"undiagnosed,probably no","Found it online,Windows annoyed me,because it is free (as in money),because of privacy reasons,I was bored (with the other OS),it is more secure","web browsing,online media comsumption,offline media consumption,mail, messaging,standard office tasks,gaming: linux games,gaming: windows games (Steam, WINE, Proton),science, research, writing papers,video production,software development,learning,storing videos, pictures, ...,playing around with the OS,being anonymous online,storing important information","help make it more popular,help people I know","yes, both","yes, macOS,yes, Windows","Gaming,other",,"Free: no money costs,Free as in freedom (no restriction of use),Privacy,customizability, fun",yes,"yes, with a password","privacy reasons,general security","Arch (SteamOS, Manjaro, Artix, EndeavorOS, Garuda, BlendOS, ...)","Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, ElementaryOS, ...)",,,,,,other,no,,"additional drivers (NVIDIA, AMD ROCM, amdgpu-pro),uninstalling preinstalled native packages,adding additional repositories,theming","Desktop PC,Laptop,Tablet,Phone",no,only minor issues,no idea,,,"Rolling release: no versions, very new (Arch, Tumbleweed)",no,no,"KDE (Default on Kubuntu, KDE Neon, Manjaro, ...)",,,,,,yes,,I like KDE better,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",No,Wayland,,,,"native packages (deb, rpm) (main repo),native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...)",no,I dont need the stability,"yes, I need it",,,I prefer distro packages,,,too long,
2024-06-14T17:32:42.572Z,Gast,"know the major terminal tools,programmer (not systems related, like Web or Apps),used many different distros,distrohopped a lot (over 5 times),admin: unpaid (local group, school, ...)",male,,,Europe,21-26,above average,"yes, ADHD","Found it online,Windows annoyed me,because it is free (as in money),because of privacy reasons,I like to tweak my system,I was bored (with the other OS),my hardware is not powerful enough for others","web browsing,online media comsumption,gaming: windows games (Steam, WINE, Proton),audio production,software development,learning,playing around with the OS,being anonymous online,storing important information","not yet,no time,help make it more popular,help people I know","yes, both","yes, macOS,yes, Windows","Company policy etc (I need to use this OS),Gaming,Audio creation",daily driving,"Free: no money costs,Free as in freedom (no restriction of use),efficient workflows,modularity of software components",yes,no,,"Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, Tails, EndlessOS, ElementaryOS, ...)",other,,,,,,,no,,"adding additional repositories,theming,other quality of life changes","Desktop PC,Laptop,Tablet,Phone",no,only minor issues,no,,,"Semi rolling: versions, updates in between (Fedora)",no,"not sure if something else is better,no","GNOME (default on Ubuntu, Fedora, ...)",,,"it does not take much time to maintain,beginner friendly",yes,,,"too unstable,switched distros,GNOME is the main desktop",,Autotiling,No,Wayland,,,,"native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...),Flatpak",no,"happy on my current one,I tried it and it had issues","yes, I need it","preinstalled on my Distro,nice store, easy to find,more stable system","missing software,sandboxing breaks some apps",,no,yes,cool!,✌🏼 - first distro kinda was raspbian. My dad gave us a pi to learn and play around with. Cool stuff.
